Year: Month,Month,L,M,S,SD,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
1:07,19,1,81.7182,0.0362,2.9582,74.8,76.2,76.9,78.7,79.7,81.7,83.7,84.8,86.6,87.3,88.6
1:08,20,1,82.7036,0.03643,3.0129,75.7,77,77.7,79.6,80.7,82.7,84.7,85.8,87.7,88.4,89.7
1:09,21,1,83.6654,0.03666,3.0672,76.5,77.9,78.6,80.5,81.6,83.7,85.7,86.8,88.7,89.4,90.8
1:10,22,1,84.604,0.03688,3.1202,77.3,78.7,79.5,81.4,82.5,84.6,86.7,87.8,89.7,90.5,91.9
1:11,23,1,85.5202,0.03711,3.1737,78.1,79.6,80.3,82.2,83.4,85.5,87.7,88.8,90.7,91.5,92.9
2:00,24,1,85.7153,0.03764,3.2267,78.2,79.6,80.4,82.4,83.5,85.7,87.9,89.1,91,91.8,93.2
2:01,25,1,86.5904,0.03786,3.2783,79,80.4,81.2,83.2,84.4,86.6,88.8,90,92,92.8,94.2
2:02,26,1,87.4462,0.03808,3.33,79.7,81.2,82,84,85.2,87.4,89.7,90.9,92.9,93.7,95.2
2:03,27,1,88.283,0.0383,3.3812,80.4,81.9,82.7,84.8,86,88.3,90.6,91.8,93.8,94.6,96.1
2:04,28,1,89.1004,0.03851,3.4313,81.1,82.6,83.5,85.5,86.8,89.1,91.4,92.7,94.7,95.6,97.1
2:05,29,1,89.8991,0.03872,3.4809,81.8,83.4,84.2,86.3,87.6,89.9,92.2,93.5,95.6,96.4,98
2:06,30,1,90.6797,0.03893,3.5302,82.5,84,84.9,87,88.3,90.7,93.1,94.3,96.5,97.3,98.9
2:07,31,1,91.443,0.03913,3.5782,83.1,84.7,85.6,87.7,89,91.4,93.9,95.2,97.3,98.2,99.8
2:08,32,1,92.1906,0.03933,3.6259,83.8,85.4,86.2,88.4,89.7,92.2,94.6,95.9,98.2,99,100.6
2:09,33,1,92.9239,0.03952,3.6724,84.4,86,86.9,89.1,90.4,92.9,95.4,96.7,99,99.8,101.5
2:10,34,1,93.6444,0.03971,3.7186,85,86.7,87.5,89.8,91.1,93.6,96.2,97.5,99.8,100.6,102.3
2:11,35,1,94.3533,0.03989,3.7638,85.6,87.3,88.2,90.5,91.8,94.4,96.9,98.3,100.5,101.4,103.1
3:00,36,1,95.0515,0.04006,3.8078,86.2,87.9,88.8,91.1,92.5,95.1,97.6,99,101.3,102.2,103.9
3:01,37,1,95.7399,0.04024,3.8526,86.8,88.5,89.4,91.7,93.1,95.7,98.3,99.7,102.1,103,104.7
3:02,38,1,96.4187,0.04041,3.8963,87.4,89.1,90,92.4,93.8,96.4,99,100.5,102.8,103.7,105.5
3:03,39,1,97.0885,0.04057,3.9389,87.9,89.7,90.6,93,94.4,97.1,99.7,101.2,103.6,104.5,106.3
3:04,40,1,97.7493,0.04073,3.9813,88.5,90.3,91.2,93.6,95.1,97.7,100.4,101.9,104.3,105.2,107
3:05,41,1,98.4015,0.04089,4.0236,89,90.8,91.8,94.2,95.7,98.4,101.1,102.6,105,106,107.8
3:06,42,1,99.0448,0.04105,4.0658,89.6,91.4,92.4,94.8,96.3,99,101.8,103.3,105.7,106.7,108.5
3:07,43,1,99.6795,0.0412,4.1068,90.1,92,92.9,95.4,96.9,99.7,102.4,103.9,106.4,107.4,109.2
3:08,44,1,100.3058,0.04135,4.1476,90.7,92.5,93.5,96,97.5,100.3,103.1,104.6,107.1,108.1,110
3:09,45,1,100.9238,0.0415,4.1883,91.2,93,94,96.6,98.1,100.9,103.7,105.3,107.8,108.8,110.7
3:10,46,1,101.5337,0.04164,4.2279,91.7,93.6,94.6,97.2,98.7,101.5,104.4,105.9,108.5,109.5,111.4
3:11,47,1,102.136,0.04179,4.2683,92.2,94.1,95.1,97.7,99.3,102.1,105,106.6,109.2,110.2,112.1
4:00,48,1,102.7312,0.04193,4.3075,92.7,94.6,95.6,98.3,99.8,102.7,105.6,107.2,109.8,110.8,112.8
4:01,49,1,103.3197,0.04206,4.3456,93.2,95.1,96.2,98.8,100.4,103.3,106.3,107.8,110.5,111.5,113.4
4:02,50,1,103.9021,0.0422,4.3847,93.7,95.7,96.7,99.4,100.9,103.9,106.9,108.4,111.1,112.1,114.1
4:03,51,1,104.4786,0.04233,4.4226,94.2,96.2,97.2,99.9,101.5,104.5,107.5,109.1,111.8,112.8,114.8
4:04,52,1,105.0494,0.04246,4.4604,94.7,96.7,97.7,100.4,102,105,108.1,109.7,112.4,113.4,115.4
4:05,53,1,105.6148,0.04259,4.4981,95.2,97.2,98.2,101,102.6,105.6,108.6,110.3,113,114.1,116.1
4:06,54,1,106.1748,0.04272,4.5358,95.6,97.6,98.7,101.5,103.1,106.2,109.2,110.9,113.6,114.7,116.7
4:07,55,1,106.7295,0.04285,4.5734,96.1,98.1,99.2,102,103.6,106.7,109.8,111.5,114.3,115.3,117.4
4:08,56,1,107.2788,0.04298,4.6108,96.6,98.6,99.7,102.5,104.2,107.3,110.4,112.1,114.9,116,118
4:09,57,1,107.8227,0.0431,4.6472,97,99.1,100.2,103,104.7,107.8,111,112.6,115.5,116.6,118.6
4:10,58,1,108.3613,0.04322,4.6834,97.5,99.6,100.7,103.5,105.2,108.4,111.5,113.2,116.1,117.2,119.3
4:11,59,1,108.8948,0.04334,4.7195,97.9,100,101.1,104,105.7,108.9,112.1,113.8,116.7,117.8,119.9
5:00,60,1,109.4233,0.04347,4.7566,98.4,100.5,101.6,104.5,106.2,109.4,112.6,114.4,117.2,118.4,120.5
