Year: Month,Month,L,M,S,SD,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
2:00,24,1,87.8161,0.03479,3.0551,80.7,82.1,82.8,84.6,85.8,87.8,89.9,91,92.8,93.6,94.9
2:01,25,1,87.972,0.03542,3.116,80.7,82.1,82.8,84.7,85.9,88,90.1,91.2,93.1,93.8,95.2
2:02,26,1,88.8065,0.03576,3.1757,81.4,82.8,83.6,85.5,86.7,88.8,90.9,92.1,94,94.8,96.2
2:03,27,1,89.6197,0.0361,3.2353,82.1,83.5,84.3,86.3,87.4,89.6,91.8,93,94.9,95.7,97.1
2:04,28,1,90.412,0.03642,3.2928,82.8,84.2,85,87,88.2,90.4,92.6,93.8,95.8,96.6,98.1
2:05,29,1,91.1828,0.03674,3.3501,83.4,84.9,85.7,87.7,88.9,91.2,93.4,94.7,96.7,97.5,99
2:06,30,1,91.9327,0.03704,3.4052,84,85.5,86.3,88.4,89.6,91.9,94.2,95.5,97.5,98.3,99.9
2:07,31,1,92.6631,0.03733,3.4591,84.6,86.2,87,89.1,90.3,92.7,95,96.2,98.4,99.2,100.7
2:08,32,1,93.3753,0.03761,3.5118,85.2,86.8,87.6,89.7,91,93.4,95.7,97,99.2,100,101.5
2:09,33,1,94.0711,0.03787,3.5625,85.8,87.4,88.2,90.4,91.7,94.1,96.5,97.8,99.9,100.8,102.4
2:10,34,1,94.7532,0.03812,3.612,86.4,88,88.8,91,92.3,94.8,97.2,98.5,100.7,101.5,103.2
2:11,35,1,95.4236,0.03836,3.6604,86.9,88.5,89.4,91.6,93,95.4,97.9,99.2,101.4,102.3,103.9
3:00,36,1,96.0835,0.03858,3.7069,87.5,89.1,90,92.2,93.6,96.1,98.6,99.9,102.2,103.1,104.7
3:01,37,1,96.7337,0.03879,3.7523,88,89.7,90.6,92.8,94.2,96.7,99.3,100.6,102.9,103.8,105.5
3:02,38,1,97.3749,0.039,3.7976,88.5,90.2,91.1,93.4,94.8,97.4,99.9,101.3,103.6,104.5,106.2
3:03,39,1,98.0073,0.03919,3.8409,89.1,90.8,91.7,94,95.4,98,100.6,102,104.3,105.2,106.9
3:04,40,1,98.631,0.03937,3.8831,89.6,91.3,92.2,94.6,96,98.6,101.3,102.7,105,105.9,107.7
3:05,41,1,99.2459,0.03954,3.9242,90.1,91.9,92.8,95.2,96.6,99.2,101.9,103.3,105.7,106.6,108.4
3:06,42,1,99.8515,0.03971,3.9651,90.6,92.4,93.3,95.7,97.2,99.9,102.5,104,106.4,107.3,109.1
3:07,43,1,100.4485,0.03986,4.0039,91.1,92.9,93.9,96.3,97.7,100.4,103.1,104.6,107,108,109.8
3:08,44,1,101.0374,0.04002,4.0435,91.6,93.4,94.4,96.8,98.3,101,103.8,105.2,107.7,108.6,110.4
3:09,45,1,101.6186,0.04016,4.081,92.1,93.9,94.9,97.4,98.9,101.6,104.4,105.8,108.3,109.3,111.1
3:10,46,1,102.1933,0.04031,4.1194,92.6,94.4,95.4,97.9,99.4,102.2,105,106.5,109,109.9,111.8
3:11,47,1,102.7625,0.04045,4.1567,93.1,94.9,95.9,98.5,100,102.8,105.6,107.1,109.6,110.6,112.4
4:00,48,1,103.3273,0.04059,4.1941,93.6,95.4,96.4,99,100.5,103.3,106.2,107.7,110.2,111.2,113.1
4:01,49,1,103.8886,0.04073,4.2314,94,95.9,96.9,99.5,101,103.9,106.7,108.3,110.8,111.8,113.7
4:02,50,1,104.4473,0.04086,4.2677,94.5,96.4,97.4,100,101.6,104.4,107.3,108.9,111.5,112.5,114.4
4:03,51,1,105.0041,0.041,4.3052,95,96.9,97.9,100.5,102.1,105,107.9,109.5,112.1,113.1,115
4:04,52,1,105.5596,0.04113,4.3417,95.5,97.4,98.4,101.1,102.6,105.6,108.5,110.1,112.7,113.7,115.7
4:05,53,1,106.1138,0.04126,4.3783,95.9,97.9,98.9,101.6,103.2,106.1,109.1,110.7,113.3,114.3,116.3
4:06,54,1,106.6668,0.04139,4.4149,96.4,98.4,99.4,102.1,103.7,106.7,109.6,111.2,113.9,115,116.9
4:07,55,1,107.2188,0.04152,4.4517,96.9,98.8,99.9,102.6,104.2,107.2,110.2,111.8,114.5,115.6,117.6
4:08,56,1,107.7697,0.04165,4.4886,97.3,99.3,100.4,103.1,104.7,107.8,110.8,112.4,115.2,116.2,118.2
4:09,57,1,108.3198,0.04177,4.5245,97.8,99.8,100.9,103.6,105.3,108.3,111.4,113,115.8,116.8,118.8
4:10,58,1,108.8689,0.0419,4.5616,98.3,100.3,101.4,104.1,105.8,108.9,111.9,113.6,116.4,117.4,119.5
4:11,59,1,109.417,0.04202,4.5977,98.7,100.8,101.9,104.7,106.3,109.4,112.5,114.2,117,118.1,120.1
5:00,60,1,109.9638,0.04214,4.6339,99.2,101.2,102.3,105.2,106.8,110,113.1,114.8,117.6,118.7,120.7
