Year: Month,Month,L,M,S,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
03:07,43,-0.1733,16.0016,0.08642,13.1,13.6,13.9,14.6,15.1,16,17,17.5,18.5,18.9,19.6
03:08,44,-0.1733,16.0509,0.08683,13.2,13.7,13.9,14.7,15.1,16.1,17,17.6,18.5,18.9,19.7
03:09,45,-0.1733,16.1001,0.08723,13.2,13.7,14,14.7,15.2,16.1,17.1,17.6,18.6,19,19.8
03:10,46,-0.1733,16.1491,0.08765,13.2,13.7,14,14.8,15.2,16.1,17.1,17.7,18.7,19.1,19.9
03:11,47,-0.1733,16.1983,0.08806,13.2,13.8,14,14.8,15.3,16.2,17.2,17.8,18.8,19.2,20
04:00,48,-0.1733,16.2477,0.08848,13.3,13.8,14.1,14.8,15.3,16.2,17.3,17.8,18.8,19.2,20
04:01,49,-0.1733,16.2974,0.0889,13.3,13.8,14.1,14.9,15.4,16.3,17.3,17.9,18.9,19.3,20.1
04:02,50,-0.1733,16.3475,0.08932,13.3,13.9,14.1,14.9,15.4,16.3,17.4,17.9,19,19.4,20.2
04:03,51,-0.1733,16.3981,0.08974,13.4,13.9,14.2,15,15.4,16.4,17.4,18,19,19.5,20.3
04:04,52,-0.1733,16.449,0.09016,13.4,13.9,14.2,15,15.5,16.4,17.5,18.1,19.1,19.5,20.4
04:05,53,-0.1733,16.5001,0.09057,13.4,14,14.2,15,15.5,16.5,17.5,18.1,19.2,19.6,20.5
04:06,54,-0.1733,16.5514,0.09099,13.4,14,14.3,15.1,15.6,16.6,17.6,18.2,19.3,19.7,20.5
04:07,55,-0.1733,16.6026,0.0914,13.5,14,14.3,15.1,15.6,16.6,17.7,18.3,19.3,19.8,20.6
04:08,56,-0.1733,16.6534,0.09181,13.5,14,14.3,15.2,15.7,16.7,17.7,18.3,19.4,19.8,20.7
04:09,57,-0.1733,16.7039,0.09221,13.5,14.1,14.4,15.2,15.7,16.7,17.8,18.4,19.5,19.9,20.8
04:10,58,-0.1733,16.7539,0.09262,13.6,14.1,14.4,15.2,15.7,16.8,17.8,18.5,19.6,20,20.9
04:11,59,-0.1733,16.8034,0.09301,13.6,14.1,14.4,15.3,15.8,16.8,17.9,18.5,19.6,20.1,20.9
05:00,60,-0.1733,16.8526,0.09341,13.6,14.2,14.5,15.3,15.8,16.9,18,18.6,19.7,20.1,21
