Year: Month,Month,L,M,S,SD,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
03:08,44,1,49.0937,0.02888,1.4178,45.8,46.4,46.8,47.6,48.1,49.1,50.1,50.6,51.4,51.8,52.4
03:09,45,1,49.156,0.02886,1.4186,45.9,46.5,46.8,47.7,48.2,49.2,50.1,50.6,51.5,51.8,52.5
03:10,46,1,49.2164,0.02883,1.4189,45.9,46.5,46.9,47.7,48.3,49.2,50.2,50.7,51.6,51.9,52.5
03:11,47,1,49.2751,0.0288,1.4191,46,46.6,46.9,47.8,48.3,49.3,50.2,50.7,51.6,51.9,52.6
04:00,48,1,49.3321,0.02878,1.4198,46,46.7,47,47.9,48.4,49.3,50.3,50.8,51.7,52,52.6
04:01,49,1,49.3877,0.02875,1.4199,46.1,46.7,47.1,47.9,48.4,49.4,50.3,50.9,51.7,52.1,52.7
04:02,50,1,49.4419,0.02873,1.4205,46.1,46.8,47.1,48,48.5,49.4,50.4,50.9,51.8,52.1,52.7
04:03,51,1,49.4947,0.0287,1.4205,46.2,46.8,47.2,48,48.5,49.5,50.5,51,51.8,52.2,52.8
04:04,52,1,49.5464,0.02868,1.421,46.2,46.9,47.2,48.1,48.6,49.5,50.5,51,51.9,52.2,52.9
04:05,53,1,49.5969,0.02865,1.421,46.3,46.9,47.3,48.1,48.6,49.6,50.6,51.1,51.9,52.3,52.9
04:06,54,1,49.6464,0.02863,1.4214,46.3,47,47.3,48.2,48.7,49.6,50.6,51.1,52,52.3,53
04:07,55,1,49.6947,0.02861,1.4218,46.4,47,47.4,48.2,48.7,49.7,50.7,51.2,52,52.4,53
04:08,56,1,49.7421,0.02859,1.4221,46.4,47.1,47.4,48.3,48.8,49.7,50.7,51.2,52.1,52.4,53.1
04:09,57,1,49.7885,0.02856,1.422,46.5,47.1,47.4,48.3,48.8,49.8,50.7,51.3,52.1,52.5,53.1
04:10,58,1,49.8341,0.02854,1.4223,46.5,47.2,47.5,48.4,48.9,49.8,50.8,51.3,52.2,52.5,53.1
04:11,59,1,49.8789,0.02852,1.4226,46.6,47.2,47.5,48.4,48.9,49.9,50.8,51.4,52.2,52.6,53.2
05:00,60,1,49.9229,0.0285,1.4228,46.6,47.2,47.6,48.4,49,49.9,50.9,51.4,52.3,52.6,53.2
