Year: Month,Month,L,M,S,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
01:07,19,-0.6009,6.2101,0.18666,4.2,4.5,4.7,5.2,5.5,6.2,7.1,7.6,8.7,9.2,10.3
01:08,20,-0.6136,6.1868,0.18741,4.2,4.5,4.7,5.1,5.5,6.2,7.1,7.6,8.7,9.2,10.3
01:09,21,-0.6257,6.1669,0.18823,4.2,4.5,4.6,5.1,5.5,6.2,7,7.6,8.7,9.2,10.3
01:10,22,-0.6374,6.15,0.18911,4.2,4.5,4.6,5.1,5.4,6.2,7,7.6,8.7,9.2,10.3
01:11,23,-0.6487,6.1355,0.19005,4.2,4.4,4.6,5.1,5.4,6.1,7,7.6,8.7,9.2,10.3
02:00,24,-0.6595,6.1232,0.19104,4.1,4.4,4.6,5.1,5.4,6.1,7,7.6,8.7,9.2,10.4
02:01,25,-0.67,6.1129,0.19207,4.1,4.4,4.6,5.1,5.4,6.1,7,7.6,8.7,9.2,10.4
02:02,26,-0.6801,6.1041,0.19315,4.1,4.4,4.6,5.1,5.4,6.1,7,7.6,8.7,9.3,10.4
02:03,27,-0.6899,6.0968,0.19426,4.1,4.4,4.6,5,5.4,6.1,7,7.6,8.7,9.3,10.5
02:04,28,-0.6994,6.0905,0.1954,4.1,4.4,4.6,5,5.4,6.1,7,7.6,8.8,9.3,10.5
02:05,29,-0.7086,6.0851,0.19657,4.1,4.4,4.5,5,5.4,6.1,7,7.6,8.8,9.3,10.6
02:06,30,-0.7175,6.0806,0.19776,4.1,4.4,4.5,5,5.4,6.1,7,7.6,8.8,9.4,10.6
02:07,31,-0.7262,6.0766,0.19898,4.1,4.4,4.5,5,5.3,6.1,7,7.6,8.8,9.4,10.7
02:08,32,-0.7347,6.0733,0.20021,4.1,4.4,4.5,5,5.3,6.1,7,7.6,8.9,9.4,10.7
02:09,33,-0.7429,6.0705,0.20145,4.1,4.3,4.5,5,5.3,6.1,7,7.6,8.9,9.5,10.8
02:10,34,-0.7509,6.0683,0.2027,4.1,4.3,4.5,5,5.3,6.1,7,7.6,8.9,9.5,10.9
02:11,35,-0.7587,6.0665,0.20395,4,4.3,4.5,5,5.3,6.1,7,7.6,8.9,9.5,10.9
03:00,36,-0.7664,6.0652,0.20521,4,4.3,4.5,5,5.3,6.1,7,7.7,9,9.6,11
03:01,37,-0.7738,6.0643,0.20647,4,4.3,4.5,5,5.3,6.1,7,7.7,9,9.6,11.1
03:02,38,-0.7811,6.0637,0.20773,4,4.3,4.5,5,5.3,6.1,7,7.7,9,9.7,11.1
03:03,39,-0.7882,6.0633,0.20899,4,4.3,4.5,5,5.3,6.1,7,7.7,9.1,9.7,11.2
03:04,40,-0.7952,6.0632,0.21024,4,4.3,4.5,5,5.3,6.1,7,7.7,9.1,9.7,11.3
03:05,41,-0.802,6.0632,0.21149,4,4.3,4.5,5,5.3,6.1,7.1,7.7,9.1,9.8,11.3
03:06,42,-0.8087,6.0634,0.21273,4,4.3,4.5,4.9,5.3,6.1,7.1,7.7,9.1,9.8,11.4
03:07,43,-0.8152,6.0637,0.21396,4,4.3,4.5,4.9,5.3,6.1,7.1,7.7,9.2,9.9,11.5
03:08,44,-0.8217,6.0641,0.21518,4,4.3,4.4,4.9,5.3,6.1,7.1,7.8,9.2,9.9,11.6
03:09,45,-0.828,6.0647,0.21638,4,4.3,4.4,4.9,5.3,6.1,7.1,7.8,9.2,10,11.6
03:10,46,-0.8341,6.0653,0.21758,4,4.3,4.4,4.9,5.3,6.1,7.1,7.8,9.3,10,11.7
03:11,47,-0.8402,6.0661,0.21876,4,4.3,4.4,4.9,5.3,6.1,7.1,7.8,9.3,10,11.8
04:00,48,-0.8462,6.0669,0.21993,4,4.3,4.4,4.9,5.3,6.1,7.1,7.8,9.3,10.1,11.9
04:01,49,-0.852,6.0679,0.22109,4,4.3,4.4,4.9,5.3,6.1,7.1,7.8,9.4,10.1,11.9
04:02,50,-0.8578,6.069,0.22223,4,4.2,4.4,4.9,5.3,6.1,7.1,7.8,9.4,10.2,12
04:03,51,-0.8634,6.0703,0.22335,4,4.2,4.4,4.9,5.3,6.1,7.1,7.9,9.4,10.2,12.1
04:04,52,-0.869,6.0717,0.22447,3.9,4.2,4.4,4.9,5.3,6.1,7.1,7.9,9.5,10.3,12.2
04:05,53,-0.8745,6.0732,0.22556,3.9,4.2,4.4,4.9,5.3,6.1,7.2,7.9,9.5,10.3,12.3
04:06,54,-0.8799,6.0748,0.22664,3.9,4.2,4.4,4.9,5.3,6.1,7.2,7.9,9.5,10.4,12.3
04:07,55,-0.8852,6.0765,0.22771,3.9,4.2,4.4,4.9,5.3,6.1,7.2,7.9,9.6,10.4,12.4
04:08,56,-0.8904,6.0784,0.22876,3.9,4.2,4.4,4.9,5.3,6.1,7.2,7.9,9.6,10.5,12.5
04:09,57,-0.8955,6.0803,0.22979,3.9,4.2,4.4,4.9,5.3,6.1,7.2,7.9,9.6,10.5,12.6
04:10,58,-0.9006,6.0823,0.23081,3.9,4.2,4.4,4.9,5.3,6.1,7.2,8,9.7,10.5,12.7
04:11,59,-0.9056,6.0844,0.23182,3.9,4.2,4.4,4.9,5.3,6.1,7.2,8,9.7,10.6,12.8
05:00,60,-0.9105,6.0865,0.2328,3.9,4.2,4.4,4.9,5.3,6.1,7.2,8,9.7,10.6,12.8
