Year: Month,Month,L,M,S,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
03:03,39,-0.0808,14.8466,0.12271,11.2,11.8,12.2,13.1,13.7,14.8,16.1,16.9,18.2,18.7,19.8
03:04,40,-0.0846,15.014,0.12322,11.3,11.9,12.3,13.2,13.8,15,16.3,17.1,18.4,19,20.1
03:05,41,-0.0883,15.1813,0.12373,11.4,12.1,12.4,13.4,14,15.2,16.5,17.3,18.6,19.2,20.3
03:06,42,-0.092,15.3486,0.12425,11.5,12.2,12.5,13.5,14.1,15.3,16.7,17.5,18.9,19.4,20.6
03:07,43,-0.0957,15.5158,0.12478,11.7,12.3,12.7,13.6,14.3,15.5,16.9,17.7,19.1,19.7,20.8
03:08,44,-0.0993,15.6828,0.12531,11.8,12.4,12.8,13.8,14.4,15.7,17.1,17.9,19.3,19.9,21.1
03:09,45,-0.1028,15.8497,0.12586,11.9,12.5,12.9,13.9,14.6,15.8,17.3,18.1,19.5,20.1,21.3
03:10,46,-0.1063,16.0163,0.12643,12,12.7,13,14.1,14.7,16,17.4,18.3,19.8,20.4,21.6
03:11,47,-0.1097,16.1827,0.127,12.1,12.8,13.2,14.2,14.9,16.2,17.6,18.5,20,20.6,21.9
04:00,48,-0.1131,16.3489,0.12759,12.2,12.9,13.3,14.3,15,16.3,17.8,18.7,20.2,20.9,22.1
04:01,49,-0.1165,16.515,0.12819,12.3,13,13.4,14.5,15.2,16.5,18,18.9,20.4,21.1,22.4
04:02,50,-0.1198,16.6811,0.1288,12.4,13.1,13.5,14.6,15.3,16.7,18.2,19.1,20.7,21.3,22.6
04:03,51,-0.123,16.8471,0.12943,12.5,13.3,13.7,14.7,15.4,16.8,18.4,19.3,20.9,21.6,22.9
04:04,52,-0.1262,17.0132,0.13005,12.6,13.4,13.8,14.9,15.6,17,18.6,19.5,21.1,21.8,23.2
04:05,53,-0.1294,17.1792,0.13069,12.7,13.5,13.9,15,15.7,17.2,18.8,19.7,21.4,22.1,23.4
04:06,54,-0.1325,17.3452,0.13133,12.9,13.6,14,15.2,15.9,17.3,19,19.9,21.6,22.3,23.7
04:07,55,-0.1356,17.5111,0.13197,13,13.7,14.1,15.3,16,17.5,19.2,20.1,21.8,22.5,24
04:08,56,-0.1387,17.6768,0.13261,13.1,13.8,14.3,15.4,16.2,17.7,19.3,20.3,22.1,22.8,24.2
04:09,57,-0.1417,17.8422,0.13325,13.2,13.9,14.4,15.6,16.3,17.8,19.5,20.5,22.3,23,24.5
04:10,58,-0.1447,18.0073,0.13389,13.3,14.1,14.5,15.7,16.5,18,19.7,20.7,22.5,23.3,24.8
04:11,59,-0.1477,18.1722,0.13453,13.4,14.2,14.6,15.8,16.6,18.2,19.9,20.9,22.8,23.5,25
05:00,60,-0.1506,18.3366,0.13517,13.5,14.3,14.7,16,16.7,18.3,20.1,21.1,23,23.8,25.3
