Year: Month,Month,L,M,S,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
02:01,25,-0.2975,11.6864,0.12414,8.9,9.3,9.6,10.3,10.8,11.7,12.7,13.3,14.4,14.9,15.8
02:02,26,-0.3005,11.8947,0.12441,9,9.5,9.8,10.5,10.9,11.9,12.9,13.6,14.7,15.2,16.1
02:03,27,-0.3032,12.1015,0.12472,9.2,9.6,9.9,10.7,11.1,12.1,13.2,13.8,15,15.4,16.4
02:04,28,-0.3057,12.3059,0.12506,9.3,9.8,10.1,10.8,11.3,12.3,13.4,14,15.2,15.7,16.7
02:05,29,-0.308,12.5073,0.12545,9.5,10,10.2,11,11.5,12.5,13.6,14.3,15.5,16,17
02:06,30,-0.3101,12.7055,0.12587,9.6,10.1,10.4,11.2,11.7,12.7,13.8,14.5,15.7,16.2,17.3
02:07,31,-0.312,12.9006,0.12633,9.7,10.3,10.5,11.3,11.9,12.9,14.1,14.7,16,16.5,17.6
02:08,32,-0.3138,13.093,0.12683,9.9,10.4,10.7,11.5,12,13.1,14.3,15,16.2,16.8,17.8
02:09,33,-0.3155,13.2837,0.12737,10,10.5,10.8,11.7,12.2,13.3,14.5,15.2,16.5,17,18.1
02:10,34,-0.3171,13.4731,0.12794,10.1,10.7,11,11.8,12.4,13.5,14.7,15.4,16.8,17.3,18.4
02:11,35,-0.3186,13.6618,0.12855,10.3,10.8,11.1,12,12.5,13.7,14.9,15.7,17,17.6,18.7
03:00,36,-0.3201,13.8503,0.12919,10.4,11,11.3,12.1,12.7,13.9,15.1,15.9,17.3,17.8,19
03:01,37,-0.3216,14.0385,0.12988,10.5,11.1,11.4,12.3,12.9,14,15.3,16.1,17.5,18.1,19.3
03:02,38,-0.323,14.2265,0.13059,10.6,11.2,11.6,12.5,13,14.2,15.6,16.3,17.8,18.4,19.6
03:03,39,-0.3243,14.414,0.13135,10.8,11.4,11.7,12.6,13.2,14.4,15.8,16.6,18,18.6,19.9
03:04,40,-0.3257,14.601,0.13213,10.9,11.5,11.8,12.8,13.4,14.6,16,16.8,18.3,18.9,20.2
03:05,41,-0.327,14.7873,0.13293,11,11.6,12,12.9,13.5,14.8,16.2,17,18.6,19.2,20.5
03:06,42,-0.3283,14.9727,0.13376,11.1,11.8,12.1,13.1,13.7,15,16.4,17.3,18.8,19.5,20.8
03:07,43,-0.3296,15.1573,0.1346,11.3,11.9,12.2,13.2,13.9,15.2,16.6,17.5,19.1,19.7,21.1
03:08,44,-0.3309,15.341,0.13545,11.4,12,12.4,13.4,14,15.3,16.8,17.7,19.3,20,21.4
03:09,45,-0.3322,15.524,0.1363,11.5,12.1,12.5,13.5,14.2,15.5,17,17.9,19.6,20.3,21.7
03:10,46,-0.3335,15.7064,0.13716,11.6,12.3,12.6,13.7,14.3,15.7,17.3,18.2,19.9,20.6,22
03:11,47,-0.3348,15.8882,0.138,11.7,12.4,12.8,13.8,14.5,15.9,17.5,18.4,20.1,20.8,22.3
04:00,48,-0.3361,16.0697,0.13884,11.8,12.5,12.9,14,14.7,16.1,17.7,18.6,20.4,21.1,22.6
04:01,49,-0.3374,16.2511,0.13968,11.9,12.6,13,14.1,14.8,16.3,17.9,18.9,20.6,21.4,22.9
04:02,50,-0.3387,16.4322,0.14051,12.1,12.8,13.2,14.3,15,16.4,18.1,19.1,20.9,21.7,23.2
04:03,51,-0.34,16.6133,0.14132,12.2,12.9,13.3,14.4,15.1,16.6,18.3,19.3,21.2,22,23.5
04:04,52,-0.3414,16.7942,0.14213,12.3,13,13.4,14.5,15.3,16.8,18.5,19.5,21.4,22.2,23.9
04:05,53,-0.3427,16.9748,0.14293,12.4,13.1,13.5,14.7,15.4,17,18.7,19.8,21.7,22.5,24.2
04:06,54,-0.344,17.1551,0.14371,12.5,13.2,13.7,14.8,15.6,17.2,18.9,20,22,22.8,24.5
04:07,55,-0.3453,17.3347,0.14448,12.6,13.4,13.8,15,15.8,17.3,19.1,20.2,22.2,23.1,24.8
04:08,56,-0.3466,17.5136,0.14525,12.7,13.5,13.9,15.1,15.9,17.5,19.3,20.4,22.5,23.3,25.1
04:09,57,-0.3479,17.6916,0.146,12.8,13.6,14,15.3,16.1,17.7,19.6,20.7,22.7,23.6,25.4
04:10,58,-0.3492,17.8686,0.14675,12.9,13.7,14.2,15.4,16.2,17.9,19.8,20.9,23,23.9,25.7
04:11,59,-0.3505,18.0445,0.14748,13.1,13.8,14.3,15.5,16.4,18,20,21.1,23.3,24.2,26
05:00,60,-0.3518,18.2193,0.14821,13.2,14,14.4,15.7,16.5,18.2,20.2,21.3,23.5,24.4,26.3
